customer_id;first_name;last_name;gender;DOB;job_title_id;job_industry_category_id;wealth_segment_id;deceased_indicator;owns_car;address;postcode_id;property_valuation
148;Jaquith;Maffey;Female;1981-05-08;85;7;3;N;Yes;992 Old Shore Trail;61;12
149;Drucy;Kausche;Female;1995-01-31;176;4;3;N;Yes;453 Sheridan Street;400;8
150;Bradly;Crosse;Male;1983-08-23;113;3;2;N;No;8 Mccormick Crossing;216;8
151;Donnie;Brimson;Male;1965-01-31;34;6;3;N;Yes;63344 Holmberg Crossing;19;10
152;Stephana;Cardew;Female;1981-03-03;110;3;3;N;No;9 Huxley Circle;643;11
153;Lorilyn;Walshe;Female;1977-07-28;72;2;3;N;Yes;0 Hazelcrest Road;481;8
154;Faydra;Dulieu;Female;1958-02-13;31;7;3;N;No;2 Continental Plaza;234;6
155;Orran;Bogges;Male;1985-12-28;86;6;3;N;No;80 Duke Terrace;224;10
156;Shayla;Rimmington;Female;1979-09-09;113;3;3;N;Yes;860 Hintze Lane;145;11
157;Chad;Houtby;Male;1974-11-23;120;3;2;N;No;3723 Bunker Hill Circle;56;10
158;Hamlin;Odams;Male;1984-09-03;83;7;2;N;No;5 Corry Court;109;10
159;Arin;Matskevich;Male;1987-05-12;176;4;2;N;No;65105 Sommers Pass;472;10
160;Wake;Durning;Male;1964-07-15;174;4;3;N;No;2054 Sommers Pass;840;4
161;Tadd;Bloss;Male;1976-01-21;#Н/Д;7;3;N;No;22371 Miller Trail;28;10
162;Port;Acuna;Male;1979-08-12;38;5;3;N;No;35807 Oneill Way;902;4
163;Kessia;Helder;Female;1976-09-06;84;2;1;N;Yes;75612 Clarendon Junction;913;6
164;Aarika;Van Vuuren;Female;1999-08-07;143;9;2;N;Yes;16 Golf View Center;475;6
165;Aldon;Roelofs;Male;1984-03-25;7;1;3;N;Yes;93 Iowa Junction;106;9
166;Elston;Oleszczak;Male;1955-06-12;59;6;2;N;No;48 Cascade Terrace;509;8
167;Nathalie;Tideswell;Female;1969-10-27;#Н/Д;4;1;N;Yes;13950 Jackson Avenue;91;11
168;Reggie;Broggetti;U;;25;5;2;N;Yes;35386 Mockingbird Road;738;4
169;Alfy;Bruhnke;Male;1957-10-19;78;10;1;N;Yes;2 Randy Point;421;8
170;Jammal;Gever;Male;1975-06-02;173;4;1;N;No;6898 Redwing Park;138;9
171;Halli;Davidoff;Female;1970-12-04;8;6;3;N;No;52273 Bay Place;592;11
172;Hilton;Carney;Male;1988-09-12;19;6;2;N;Yes;272 Montana Avenue;14;8
173;Ebba;Hanselmann;Female;1997-01-02;25;4;2;N;No;82520 Mifflin Drive;275;5
174;Catie;Tosspell;Female;1989-11-26;166;4;3;N;No;8 Dixon Parkway;436;7
175;Templeton;Hambrook;Male;1975-11-28;86;6;2;N;No;4 Dayton Terrace;238;9
176;Angelo;Clayal;Male;1992-04-13;69;8;3;N;No;216 Barnett Junction;846;8
177;Ondrea;Pablos;Female;1989-11-09;43;3;1;N;No;8256 Annamark Court;730;1
178;Matthieu;Bertelmot;Male;1967-04-03;#Н/Д;7;2;N;No;83012 Dapin Lane;902;4
179;Esteban;Sewill;Male;1966-05-11;23;6;1;N;Yes;8 Haas Park;68;10
180;Trisha;Neasham;Female;1971-09-17;65;1;2;N;No;50 Meadow Ridge Way;459;1
181;Pavla;Braunle;Female;1982-11-21;143;6;3;N;No;3567 Northfield Lane;293;5
182;Lydon;Dahlman;Male;1992-11-20;141;3;2;N;Yes;0059 Brentwood Road;945;7
183;Dannie;Hissie;Female;1997-08-05;122;9;2;N;No;0274 Oneill Alley;79;10
184;Nappie;Paolo;Male;1971-12-13;34;6;1;N;Yes;4179 Carioca Terrace;208;11
185;Crosby;Walcot;Male;1979-12-13;#Н/Д;8;3;N;Yes;59265 Sullivan Junction;488;4
186;Mireielle;Jeppe;Female;1974-05-06;56;3;3;N;No;7 Warbler Point;226;9
187;Pincas;Ather;Male;1954-01-28;60;7;3;N;No;3 Buell Park;232;7
188;Audry;Seine;Female;1975-06-22;140;8;1;N;Yes;0 Bay Center;650;6
189;Umberto;Torricella;Male;1981-07-19;139;3;2;N;No;10878 Waywood Way;913;7
190;Hayley;Girardengo;Female;1979-02-04;174;4;2;N;No;362 Mayer Terrace;961;5
191;Christopher;Heining;Male;1960-04-27;28;7;2;N;Yes;43 Upham Crossing;589;9
192;Goldi;Osler;Female;1978-11-19;31;4;3;N;Yes;0 Superior Drive;400;8
193;Foss;Hardes;Male;1964-07-22;137;6;3;N;Yes;8890 Golden Leaf Street;53;12
194;Ursala;Ferrai;Female;1974-11-16;96;3;2;N;No;5484 Hagan Crossing;476;7
195;Talyah;Rylatt;Female;1958-11-14;47;6;3;N;No;7451 Jana Lane;128;8
196;Swen;Odhams;Male;1966-02-22;134;6;1;N;No;7 Havey Point;798;2
197;Avis;;Female;1977-01-27;#Н/Д;7;1;N;No;32 Steensland Plaza;224;9
198;Vanya;Gumb;Female;1981-11-29;72;2;3;N;No;107 Elmside Parkway;979;5
199;Verla;Alven;Female;1978-02-13;31;4;3;N;Yes;2 Gina Junction;75;11
200;Hube;Weald;Male;1957-02-04;41;8;2;N;Yes;4 Londonderry Lane;537;10
201;Salem;Huie;Male;1966-04-20;115;6;3;N;Yes;39716 Vera Junction;618;9
202;Audie;Pillinger;Female;1963-06-24;84;2;2;N;Yes;183 Ronald Regan Street;57;9
203;Donovan;Conry;Male;1964-01-13;54;1;3;N;Yes;2 Thierer Road;840;8
204;Thorny;Hackworth;Male;1976-10-01;19;3;3;N;No;056 Stone Corner Alley;831;7
205;Rolfe;Kellard;Male;1958-12-01;103;3;3;N;Yes;528 Mandrake Crossing;210;11
206;Mari;Chevolleau;Female;1954-07-19;153;7;3;N;Yes;19969 5th Parkway;600;9
207;Adena;Whyman;Female;1994-08-10;#Н/Д;7;3;N;No;78 Rockefeller Park;151;10
208;Rutter;Excell;Male;1994-10-31;129;8;1;N;No;417 Transport Trail;926;4
209;Udall;Bellard;Male;1957-08-28;104;7;2;N;Yes;6327 Lunder Crossing;958;4
210;Albrecht;Thomasson;Male;1963-11-18;8;8;3;N;No;811 Tony Road;889;9
211;Beitris;;Female;1974-03-04;94;6;3;N;Yes;0 Northport Court;802;3
212;Nanice;Ellse;Female;2001-11-19;17;5;2;N;No;231 Havey Court;144;10
213;Lockwood;Exroll;Male;1996-05-14;102;3;1;N;Yes;603 Kenwood Avenue;63;11
214;Jeramie;Cellier;Male;1957-11-29;166;4;3;N;No;09040 Myrtle Parkway;7;8
215;Debera;Foxworthy;Female;1974-06-24;9;9;1;N;Yes;05241 Shelley Park;430;8
216;Cinderella;Parcall;Female;1995-01-12;86;3;1;N;Yes;7 Pankratz Point;464;8
217;Jeralee;Quartly;Female;1979-12-09;#Н/Д;6;1;N;No;51 Crescent Oaks Parkway;415;8
218;Stefa;Dunnan;Female;1993-08-06;7;8;1;N;Yes;49 Emmet Junction;7;11
219;Markus;Mughal;Male;1964-11-25;114;4;3;N;No;78 Surrey Place;327;7
220;Jeniffer;Apark;Female;1954-05-10;188;6;1;N;No;6236 Summerview Terrace;99;12
221;Mara;Bloore;Female;1980-03-10;62;6;3;N;No;682 Sheridan Avenue;362;9
222;Nev;Larive;Male;1978-09-03;163;4;3;N;No;04139 Delladonna Place;337;7
223;Ossie;Meaton;Male;1983-11-26;158;7;2;N;Yes;2 Scott Circle;329;9
224;Morgun;Girvan;Male;1967-12-03;110;3;2;N;No;92253 Kensington Drive;193;7
225;Brittaney;Pring;Female;1977-03-11;173;4;2;N;No;93 Westend Terrace;106;10
226;Bondie;Letty;Male;1977-11-11;187;6;3;N;No;4 5th Point;70;11
227;Wendall;McKeand;Male;1973-08-14;69;2;3;N;No;11667 Blackbird Street;215;10
228;Lucia;Pickervance;Female;1986-05-25;194;6;1;N;No;0 Sommers Circle;135;9
229;Vaughn;Lambis;Male;1966-03-06;#Н/Д;8;1;N;No;2 Northridge Street;330;10
230;Maegan;Scyone;Female;1954-06-24;83;8;1;N;No;816 Spohn Center;33;10
231;Basile;Winsor;Male;1995-08-05;115;3;3;N;Yes;98 Service Court;11;8
232;Zaria;Koeppke;Female;1987-11-11;43;9;3;N;No;6 Morning Park;732;2
233;Art;Barwell;Male;1986-08-08;23;8;3;N;No;4263 Hanson Place;14;11
234;Mead;Alpes;Female;1969-08-12;109;9;1;N;No;6159 Katie Street;405;8
235;Leona;Phateplace;Female;1976-12-26;177;4;3;N;No;95 Eliot Street;936;3
236;Tybalt;Gillingwater;Male;1954-10-30;176;4;2;N;No;0 Westend Park;338;9
237;Reginald;Dartan;Male;1974-03-07;1;8;1;N;Yes;39988 Porter Pass;859;7
238;Max;Bilborough;Male;1984-02-04;45;7;3;N;Yes;0796 Melody Park;182;9
239;Wells;Pressman;Male;1992-12-13;174;4;2;N;No;2914 Vahlen Lane;226;8
240;Gavin;Fawks;Male;1989-07-28;5;5;1;N;Yes;65 Kinsman Trail;478;6
241;Quillan;Duigan;Male;1987-05-09;86;2;3;N;No;07227 Hoard Terrace;707;1
242;Taite;Droghan;Male;1992-03-20;37;8;2;N;No;25503 Evergreen Drive;902;5
243;Barbara;Croxley;Female;1976-09-02;93;6;1;N;Yes;2 2nd Plaza;241;4
244;Germayne;Sperry;Male;1974-11-25;#Н/Д;9;2;N;No;122 Melrose Drive;95;10
245;Noell;Grahlmans;Female;2001-09-26;10;3;2;N;No;37024 Anniversary Place;185;11
246;Binny;Whight;Female;1991-02-28;156;6;1;N;No;91141 Huxley Parkway;37;10
247;Kristal;Joysey;Female;1983-05-06;152;3;1;N;Yes;04 Fallview Trail;403;8
248;Inger;Eskell;Female;1978-04-15;163;4;2;N;Yes;8029 Gulseth Center;256;7
249;D'arcy;Slay;Male;1992-09-13;136;5;1;N;No;77248 Columbus Drive;279;7
250;Kristofer;;Male;1988-04-15;32;4;3;N;Yes;0850 Schmedeman Drive;719;1
251;Mala;;Female;1977-12-24;158;3;2;N;Yes;131 Northfield Parkway;692;2
252;Anthea;Ruskin;Female;1983-01-24;1;8;3;N;Yes;5130 Manley Court;245;7
253;Amalee;Choak;Female;1997-05-11;166;4;3;N;Yes;879 Coolidge Point;269;5
254;Barbie;Rubi;Female;1961-09-22;30;9;3;N;No;6759 Nevada Point;268;6
255;Keeley;Kruger;Female;1954-01-15;17;5;3;N;No;8208 Parkside Point;264;6
256;Linell;Beadle;Female;1975-05-07;18;4;1;N;Yes;15 Straubel Way;961;2
257;Marissa;;Female;1966-02-08;141;6;2;N;Yes;7 Eastlawn Street;281;1
258;Othella;Keher;Female;1992-05-03;7;6;1;N;No;42067 Duke Terrace;27;10
259;Venita;Dymick;Female;1983-07-22;53;4;1;N;Yes;50 Everett Way;54;9
260;Farand;Marriner;Female;1979-08-30;54;4;1;N;Yes;454 Green Ridge Avenue;168;10
261;Marve;Pryn;Male;1977-10-15;60;7;3;N;No;19220 Evergreen Crossing;649;9
262;Cordie;Petrelli;Male;1977-12-23;#Н/Д;4;1;N;Yes;109 Tomscot Avenue;5;10
263;Tonia;Leigh;Female;1985-11-19;164;4;1;N;No;48 Arizona Drive;423;10
264;Jedd;Spiby;Male;1977-12-07;156;4;3;N;No;92 Lyons Place;406;9
265;Pennie;Stoile;Male;1965-10-05;196;9;1;N;Yes;47 Jana Junction;752;7
266;Lelia;Garatty;Female;1989-07-19;2;9;2;N;No;90173 Oneill Place;523;10
267;Edgar;Buckler;U;;#Н/Д;5;1;N;No;6262 Elgar Avenue;970;2
268;Kacie;Kidston;Female;1978-10-18;185;6;3;N;No;5668 Corscot Circle;56;12
269;Zacherie;Grindley;Male;1954-09-19;38;8;3;N;Yes;8 Texas Plaza;534;9
270;Auberta;Roundtree;Female;1970-12-10;108;7;3;N;Yes;32062 Oak Terrace;656;8
271;Doll;Burtwell;Female;1991-02-13;120;3;3;N;No;07158 Roth Pass;158;4
272;Arlie;Crean;Female;1987-06-06;42;9;3;N;Yes;370 Portage Parkway;568;8
273;Nevile;Abraham;Male;1963-04-22;112;7;3;N;No;19795 Bultman Circle;884;8
274;Tessi;Hesse;Female;1976-09-15;177;4;3;N;Yes;3 Corscot Crossing;26;12
275;Dud;;Male;1955-07-27;158;4;1;N;No;34 Kim Center;33;11
276;Goldi;Dwine;Female;1990-03-25;#Н/Д;3;3;N;No;8 Starling Pass;422;8
277;Jehanna;Alvarado;Female;1956-02-19;63;7;1;N;No;36 Vidon Parkway;440;6
278;Sydney;Georger;Male;1997-07-30;24;7;2;N;Yes;8 Riverside Place;881;5
279;Tamera;Hinckes;Female;1981-09-09;159;6;3;N;No;28604 Bellgrove Circle;931;6
280;Welch;MacAllaster;Male;1995-03-22;79;7;2;N;Yes;2 Cottonwood Road;28;11
281;Jeanette;Sizzey;Female;1972-12-27;113;3;1;N;Yes;58 Parkside Hill;107;12
282;Lauren;Curcher;Male;1989-10-27;64;1;1;N;Yes;747 Thackeray Circle;939;7
283;Sari;Noye;Female;1991-02-04;8;9;3;N;No;5583 Prairie Rose Trail;419;8
284;Seth;Moorman;Male;1986-04-11;121;3;1;N;Yes;071 Cardinal Point;515;7
285;Julee;Janovsky;Female;1977-11-19;76;6;3;N;No;7169 North Lane;17;9
286;Kiley;Canaan;Male;1989-08-01;180;6;2;N;Yes;6923 Tennessee Circle;421;9
287;Hannie;Wodham;Female;1985-05-06;192;6;2;N;No;8207 Cascade Court;762;5
288;Ebenezer;Seedman;Male;1985-09-08;#Н/Д;6;1;N;No;2 Brentwood Place;858;8
289;Modestia;Lithgow;Female;1970-04-12;163;4;1;N;No;00 5th Lane;447;2
290;Giorgio;Kevane;U;;55;5;3;N;No;807 Beilfuss Crossing;487;7
